,low,high,open,close,volume,nbdi
2020-03-31,6160.0,6744.99,6424.02,6666.11,17900.2508585,122.5394
2020-04-01,6570.92,7292.11,6666.11,6804.52,28761.00804113,123.8033
2020-04-02,6606.06,7050.0,6804.24,6741.99,14953.17963657,123.5994
2020-04-03,6658.16,7025.53,6741.99,6874.77,10217.67907796,124.4237
2020-04-04,6681.0,6925.0,6874.77,6778.25,8962.91059819,124.4237
2020-04-05,6773.28,7373.37,6778.64,7341.56,27992.01318781,124.4237
2020-04-06,7073.0,7466.0,7341.55,7200.01,22743.06622044,124.1692
2020-04-07,7154.22,7430.0,7200.01,7370.11,15429.12191833,123.1038
2020-04-08,7110.0,7377.0,7370.38,7293.24,12369.84267516,123.2299
2020-04-09,6750.0,7305.91,7293.23,6871.91,19671.19020798,122.4834
2020-04-10,6775.0,6955.0,6871.83,6889.65,8066.07536876,122.1668
2020-04-11,6787.44,7200.0,6889.78,6908.13,12733.98839119,122.1668
2020-04-12,6555.0,6908.13,6908.12,6861.21,22323.76661709,122.1668
2020-04-13,6771.41,6997.38,6860.51,6877.37,12868.6061641,122.5282
2020-04-14,6605.89,6940.0,6876.92,6624.12,14753.81361034,122.1204
2020-04-15,6456.0,7217.27,6623.62,7112.64,28117.55707545,123.084
2020-04-16,7000.0,7156.66,7114.76,7037.46,13514.57644149,123.4698
2020-04-17,7021.0,7308.0,7036.45,7261.76,11510.52116868,122.8791
2020-04-18,7063.02,7275.0,7262.04,7130.71,8887.88875146,122.8791
2020-04-19,6748.72,7227.11,7130.7,6838.19,18396.60555727,122.8791
2020-04-20,6776.0,6959.0,6837.22,6853.68,14467.84248756,123.1121
2020-04-21,6826.0,7167.37,6853.67,7136.84,13141.14072302,123.9207
2020-04-22,7031.14,7775.0,7136.81,7488.83,22759.36481812,123.9354
2020-04-23,7390.0,7612.24,7491.5,7514.64,13764.56695369,123.7645
2020-04-24,7437.94,7720.0,7514.99,7547.61,7443.79619621,124.172
2020-04-25,7490.0,7715.0,7547.61,7706.4,9292.64077746,124.172
2020-04-26,7635.69,7810.99,7706.4,7789.77,15455.7361195,124.172
2020-04-27,7672.0,7794.74,7789.77,7755.01,10984.76643504,123.8954
2020-04-28,7720.0,8988.0,7757.18,8793.75,48689.75030108,123.3794
2020-04-29,8407.0,9478.66,8794.99,8624.28,44843.9646793,122.7877
2020-04-30,8622.72,9075.98,8624.68,8829.42,21660.21988892,122.3375
2020-05-01,8762.01,9025.0,8829.42,8985.58,10539.26528999,123.1615
2020-05-02,8731.01,9203.52,8984.69,8909.95,17147.65372312,123.1615
2020-05-03,8533.98,8970.0,8907.85,8883.53,18380.62654424,123.1615
2020-05-04,8769.69,9126.27,8887.81,9028.79,16392.29936609,123.2224
2020-05-05,8922.13,9418.0,9028.78,9155.79,27650.87868274,122.8117
2020-05-06,9028.89,10079.0,9155.79,10004.77,39447.57511824,123.6188
2020-05-07,9730.0,10049.0,10000.37,9810.0,26363.71688893,123.1339
2020-05-08,9521.0,9920.73,9810.01,9537.21,17931.1748552,122.5465
2020-05-09,8106.7,9559.98,9537.21,8729.86,50909.84429757,122.5465
2020-05-10,8185.0,9182.66,8729.86,8572.4,39999.37731433,122.5465
2020-05-11,8534.85,8982.9,8572.4,8821.42,20219.23699186,123.2423
2020-05-12,8803.97,9420.18,8821.41,9321.26,21357.63022841,123.0694
2020-05-13,9257.15,9943.93,9320.85,9795.34,28752.36041568,123.5512
2020-05-14,9120.0,9849.0,9795.34,9312.1,25180.97967322,123.6524
2020-05-15,9215.01,9594.99,9312.1,9383.16,10782.32773503,123.608
2020-05-16,9325.81,9896.0,9380.01,9676.63,13540.66294076,123.608
2020-05-17,9436.97,9957.25,9677.45,9728.52,17710.29958398,123.608
2020-05-18,9463.22,9898.0,9728.52,9783.76,15229.62610784,122.8055
2020-05-19,9294.54,9836.99,9783.57,9509.41,16895.54925055,122.5744
2020-05-20,8800.0,9568.0,9509.4,9061.96,28081.22890941,122.1093
2020-05-21,8923.5,9267.34,9059.32,9168.84,13731.91887098,122.099
2020-05-22,9090.11,9313.83,9168.84,9181.76,6878.84791748,122.3278
2020-05-23,8680.7,9306.23,9181.09,8715.73,13004.34567862,122.3278
2020-05-24,8632.93,8977.0,8715.69,8899.31,12328.24203695,122.3278
2020-05-25,8694.23,9016.99,8900.0,8844.42,11507.43097855,122.3278
2020-05-26,8811.46,9230.0,8844.41,9208.53,10936.67835282,121.3933
2020-05-27,9112.0,9625.0,9208.53,9580.19,14511.07649252,121.5741
2020-05-28,9330.01,9609.02,9580.01,9423.84,10415.42644355,121.0207
2020-05-29,9326.43,9764.0,9423.85,9700.33,10509.69814742,120.953
2020-05-30,9369.58,9705.6,9700.32,9446.57,7944.71669301,120.953
2020-05-31,9417.42,10428.0,9445.83,10208.96,21676.60828748,120.953
2020-06-01,9270.0,10237.6,10208.96,9522.46,33220.58268645,120.2753
2020-06-02,9385.22,9695.0,9521.53,9668.07,11446.72193696,119.692
2020-06-03,9450.0,9888.0,9668.06,9788.03,12441.27298837,119.2625
2020-06-04,9585.44,9855.0,9791.96,9613.21,12495.89785858,119.3094
2020-06-05,9526.03,9735.13,9613.42,9671.7,6501.31731671,118.8202
2020-06-06,9370.0,9822.0,9670.28,9750.12,11628.94527829,118.8202
2020-06-07,9632.79,9815.0,9750.12,9781.51,8533.83614916,118.8202
2020-06-08,9567.33,9886.0,9781.51,9779.41,10329.87714811,118.6687
2020-06-09,9690.0,10018.67,9779.7,9894.04,12965.42597405,118.5967
2020-06-10,9050.0,9973.25,9894.35,9268.16,26779.8793933,118.5307
2020-06-11,9227.0,9552.87,9268.16,9464.17,10992.51647836,119.2435
2020-06-12,9346.0,9494.45,9464.71,9475.0,4581.79206303,119.6719
2020-06-13,9240.0,9481.0,9475.0,9325.0,4829.79726322,119.6719
2020-06-14,8895.01,9499.0,9328.63,9432.53,18589.28586581,119.6719
2020-06-15,9381.0,9592.04,9432.57,9526.25,10345.29526997,119.9622
2020-06-16,9227.03,9558.48,9526.25,9457.51,8937.92623229,119.5744
2020-06-17,9267.18,9482.66,9457.51,9376.14,6300.5664912,119.918
2020-06-18,9229.0,9430.0,9376.14,9301.91,7871.9637482,120.2252
2020-06-19,9161.0,9391.71,9300.42,9355.74,6900.60934146,120.226
2020-06-20,9273.0,9419.35,9355.74,9286.14,3088.66849893,120.226
2020-06-21,9267.58,9792.0,9286.14,9690.74,11775.73858785,120.226
2020-06-22,9572.22,9724.53,9690.67,9623.56,7946.97355694,119.7613
2020-06-23,9195.0,9663.38,9623.56,9285.91,13410.75869027,119.3372
2020-06-24,8979.07,9335.0,9285.94,9243.51,13529.05626726,119.9834
2020-06-25,9027.62,9291.73,9242.98,9155.42,10702.37319002,120.3089
2020-06-26,8815.01,9188.14,9155.42,9002.46,8507.26840968,120.5425
2020-06-27,8931.77,9189.0,9002.38,9113.24,5537.7575057,120.5425
2020-06-28,9014.0,9236.75,9113.23,9184.45,8658.42672493,120.5425
2020-06-29,9059.6,9201.0,9188.79,9136.2,6820.86740899,120.6757
2020-06-30,9088.0,9297.2,9135.91,9239.97,7550.15999655,120.4746
2020-07-01,8938.0,9265.0,9239.41,9091.53,10774.18558946,120.0902
2020-07-02,9036.74,9126.12,9091.98,9063.87,7738.46972112,119.8648
2020-07-03,9039.84,9195.84,9059.73,9138.51,5300.78823324,119.8648
2020-07-04,8905.84,9145.0,9138.51,9074.39,4601.32645918,119.8648
2020-07-05,9061.59,9375.9,9074.37,9343.31,9959.28200198,119.8648
2020-07-06,9201.57,9379.34,9343.31,9253.94,6326.83865418,119.2941
2020-07-07,9232.2,9475.0,9253.94,9435.28,10135.31536748,119.5814
2020-07-08,9154.79,9446.62,9435.28,9236.95,8450.14110132,119.5625
2020-07-09,9118.0,9322.23,9236.95,9291.05,6892.47061091,119.5221
2020-07-10,9182.35,9303.04,9291.04,9235.0,3369.21728725,119.3601
2020-07-11,9159.33,9347.53,9235.0,9303.37,5419.21357745,119.3601
2020-07-12,9193.52,9339.61,9303.38,9236.92,8698.43618823,119.3601
2020-07-13,9100.0,9280.0,9236.91,9256.94,7497.56309216,119.1984
2020-07-14,9154.01,9273.98,9256.94,9190.16,7196.32866271,119.3999
2020-07-15,9005.0,9216.02,9190.8,9130.11,8765.69858912,119.0423
2020-07-16,9054.99,9182.99,9130.93,9154.29,6423.74716202,118.9368
2020-07-17,9122.65,9210.0,9154.29,9175.85,4121.62697417,119.134
2020-07-18,9105.37,9245.03,9175.83,9212.87,3520.07247613,119.134
2020-07-19,9131.0,9223.51,9214.01,9161.05,5815.33084221,119.134
2020-07-20,9157.04,9438.0,9161.05,9394.14,9603.9151125,119.0588
2020-07-21,9277.0,9567.77,9394.14,9536.18,10362.35264843,118.4145
2020-07-22,9450.04,9686.0,9536.2,9613.24,12992.9719195,118.1446
2020-07-23,9475.7,9645.55,9613.24,9551.21,9798.89346586,118.0724
2020-07-24,9536.64,9747.76,9551.21,9711.33,6973.11089437,118.1445
2020-07-25,9661.35,10150.0,9711.79,9941.0,11615.0460936,118.1445
2020-07-26,9935.0,11420.0,9941.0,11048.91,41850.57309953,118.1445
2020-07-27,10575.0,11259.0,11048.05,10934.23,26011.37513947,117.3982
2020-07-28,10843.47,11350.0,10934.22,11110.12,18556.27794282,117.3301
2020-07-29,10811.0,11188.65,11108.16,11115.95,12408.70410754,117.2242
2020-07-30,10975.0,11460.0,11115.99,11351.62,15747.02174952,117.4133
2020-07-31,11237.82,11888.0,11351.61,11810.07,18293.12524307,117.2208
2020-08-01,10546.15,12134.29,11810.07,11068.54,28118.42911355,117.2208
2020-08-02,10911.74,11486.6,11067.46,11233.13,13783.34037417,117.2208
2020-08-03,11006.16,11417.11,11233.16,11197.04,12074.47851394,117.8199
2020-08-04,11073.7,11798.87,11197.05,11756.75,16637.78082145,117.7962
2020-08-05,11580.19,11916.68,11756.75,11773.89,18053.08146864,116.8865
2020-08-06,11350.0,11920.0,11773.89,11606.52,23761.51075422,117.055
2020-08-07,11529.45,11818.18,11606.52,11774.98,7315.88456116,117.6365
2020-08-08,11532.04,11810.24,11773.24,11688.48,7595.96106535,117.6365
2020-08-09,11470.01,12086.22,11688.25,11899.73,22152.58893673,117.6365
2020-08-10,11120.0,11943.0,11899.87,11388.53,20706.60991744,117.5946
2020-08-11,11148.54,11625.0,11388.88,11566.45,12809.98917913,117.3902
2020-08-12,11274.14,11802.09,11566.44,11795.95,15369.40392513,117.2679
2020-08-13,11651.24,11865.97,11795.95,11779.0,13797.82000137,117.1313
2020-08-14,11688.0,11989.98,11777.5,11859.24,12567.03859346,116.9512
2020-08-15,11686.53,11940.0,11860.02,11918.84,8911.25397878,116.9512
2020-08-16,11775.0,12486.61,11918.84,12304.26,23814.66050181,116.9512
2020-08-17,11825.0,12400.0,12303.98,11950.0,18628.91287504,116.7609
2020-08-18,11569.0,12024.83,11954.22,11758.87,16646.31489492,116.5722
2020-08-19,11671.48,11892.16,11758.87,11864.26,8801.17750309,116.5789
2020-08-20,11480.0,11884.99,11864.26,11529.22,14865.37875873,116.8243
2020-08-21,11370.0,11693.16,11529.99,11672.93,7946.02465327,117.0682
2020-08-22,11525.62,11715.0,11672.92,11650.01,5516.17048181,117.0682
2020-08-23,11592.91,11823.62,11650.01,11753.85,7253.01922609,117.0682
2020-08-24,11102.73,11769.76,11753.26,11324.92,14348.63533296,116.9238
2020-08-25,11254.89,11539.99,11324.92,11463.27,9124.5541845,116.8324
2020-08-26,11125.0,11597.92,11463.27,11330.06,13517.39421459,116.6358
2020-08-27,11282.09,11550.51,11330.56,11535.0,10373.89590327,116.6614
2020-08-28,11422.21,11580.0,11535.0,11474.31,5417.54146196,115.9506
2020-08-29,11463.87,11720.0,11474.3,11716.01,5594.22582376,115.9506
2020-08-30,11576.0,11784.66,11716.0,11655.0,9123.59353747,115.9506
2020-08-31,11525.09,12086.0,11655.0,11924.22,16057.64432384,115.7717
2020-09-01,11160.0,11950.0,11924.22,11395.48,19721.44316904,115.5814
2020-09-02,10005.0,11474.99,11395.49,10172.52,30364.24398441,116.0423
2020-09-03,9895.22,10638.34,10172.13,10500.05,23366.46467779,116.0799
2020-09-04,9813.0,10564.8,10500.05,10168.36,22450.75807716,116.0457
2020-09-05,10000.0,10358.88,10169.58,10257.86,9516.19303239,116.0457
2020-09-06,9880.0,10410.9,10258.67,10375.0,11996.92866276,116.0457
2020-09-07,9819.83,10440.91,10375.0,10125.69,15768.31017626,116.0457
2020-09-08,9983.34,10349.99,10126.41,10224.56,9645.50409232,116.4725
2020-09-09,10216.41,10489.0,10224.56,10343.23,11237.01908035,116.1396
2020-09-10,10200.0,10411.44,10344.24,10394.41,7200.29156246,115.8906
2020-09-11,10276.19,10483.23,10394.41,10446.52,6495.30033616,116.0963
2020-09-12,10211.0,10582.36,10446.52,10336.76,10442.19360563,116.0963
2020-09-13,10253.0,10760.62,10336.76,10679.95,13532.95018331,116.0963
2020-09-14,10613.18,10950.0,10678.41,10783.75,12634.3292873,115.6523
2020-09-15,10662.02,11099.95,10783.36,10959.61,11003.70130082,115.5996
2020-09-16,10735.55,11044.0,10957.06,10943.61,8885.4490645,115.3623
2020-09-17,10813.0,11039.88,10943.99,10937.52,8660.059472,115.4476
2020-09-18,10891.78,11179.9,10937.5,11080.0,5718.02211829,115.248
2020-09-19,10759.37,11081.37,11081.09,10920.89,6003.78509052,115.248
2020-09-20,10180.0,10994.0,10920.94,10416.82,15004.71121349,115.248
2020-09-21,10355.0,10576.82,10416.83,10531.13,7904.25642443,116.3873
2020-09-22,10135.22,10541.25,10531.13,10235.1,8893.24233647,116.5529
2020-09-23,10192.56,10795.87,10237.41,10740.01,9678.39349807,117.2631
2020-09-24,10551.0,10765.07,10740.0,10690.53,9690.62760986,117.5578
2020-09-25,10654.58,10828.0,10690.53,10730.0,3783.39739972,117.8786
2020-09-26,10595.24,10806.32,10730.0,10778.2,3880.03686062,117.8786
2020-09-27,10621.22,10956.11,10779.0,10695.55,8876.06156838,117.8786
2020-09-28,10636.13,10860.79,10694.9,10840.73,8200.78265336,117.629
2020-09-29,10657.04,10847.0,10839.98,10779.63,6318.52943807,117.5379
2020-09-30,10427.75,10931.98,10779.63,10617.63,12848.73637335,116.957
2020-10-01,10363.76,10668.56,10616.35,10573.12,10263.48290265,116.7339
2020-10-02,10498.02,10606.36,10573.12,10551.65,3211.70459291,116.7424
2020-10-03,10521.87,10697.0,10550.32,10671.11,3569.25620166,116.7424
2020-10-04,10621.12,10800.0,10670.01,10795.0,6081.38701926,116.7424
2020-10-05,10524.0,10800.0,10796.97,10602.66,7596.36372031,116.187
2020-10-06,10546.78,10683.75,10601.2,10670.47,6108.04255109,116.2781
2020-10-07,10532.11,10963.16,10670.47,10933.09,11301.25106194,116.3548
2020-10-08,10834.49,11111.11,10932.44,11057.07,10098.3991552,116.1753
2020-10-09,11055.75,11498.98,11057.07,11299.5,9312.75916488,115.2843
2020-10-10,11276.28,11444.25,11299.52,11374.01,5163.46475688,115.2843
2020-10-11,11187.6,11736.02,11374.01,11535.46,11056.91558046,115.2843
2020-10-12,11312.59,11561.45,11535.46,11428.22,8639.21277154,115.2843
2020-10-13,11290.83,11556.37,11428.22,11427.7,7078.70152873,115.9193
2020-10-14,11263.15,11641.38,11427.7,11509.34,8538.52039637,115.6959
2020-10-15,11201.0,11550.01,11509.31,11328.95,9505.26615373,116.1046
2020-10-16,11264.75,11421.0,11328.27,11367.89,3586.1455215,115.7754
2020-10-17,11350.37,11523.0,11367.9,11514.2,4352.09499051,115.7754
2020-10-18,11416.04,11833.0,11514.2,11760.45,10313.23447344,115.7754
2020-10-19,11685.0,12050.0,11760.45,11923.83,13840.02481291,115.4109
2020-10-20,11900.01,13250.04,11923.07,12808.0,32404.63293167,115.2558
2020-10-21,12698.02,13200.0,12808.01,12987.02,20337.78966446,114.9185
2020-10-22,12722.72,13037.0,12988.2,12937.09,10450.87207186,115.1234
2020-10-23,12884.31,13175.0,12938.0,13126.24,7915.34663475,115.0198
2020-10-24,12890.76,13361.0,13126.34,13045.0,9276.17719938,115.0198
2020-10-25,12785.0,13250.0,13045.02,13068.79,12275.35826032,115.0198
2020-10-26,13061.28,13793.72,13068.79,13698.18,17267.43967837,115.2872
2020-10-27,12891.57,13863.87,13740.85,13281.05,21073.3766776,115.0206
2020-10-28,12976.29,13650.0,13281.06,13460.0,15796.07667651,115.8099
2020-10-29,13131.31,13687.82,13460.0,13571.51,15664.29047538,116.3138
2020-10-30,13424.73,14098.92,13571.51,13804.81,12166.30429818,116.1417
2020-10-31,13630.05,13906.74,13803.69,13771.59,6252.00619492,116.1417
2020-11-01,13215.0,13840.0,13771.7,13563.22,12191.83070954,116.1417
2020-11-02,13290.0,14081.45,13563.22,14035.8,13965.78812958,116.2425
2020-11-03,13530.01,14273.6,14034.35,14161.48,16894.77786852,115.4864
2020-11-04,14115.0,15775.0,14165.86,15608.21,31865.97472203,115.1733
2020-11-05,15190.36,15977.67,15608.06,15599.95,25150.39252742,114.4615
2020-11-06,14310.0,15779.24,15599.95,14834.09,23552.06912628,113.9977
2020-11-07,14721.9,15666.0,14834.09,15482.9,11856.3281802,113.9977
2020-11-08,14817.14,15856.9,15482.89,15342.25,21951.27612698,113.9977
2020-11-09,15090.08,15481.06,15342.1,15315.03,13489.67510052,114.0942
2020-11-10,15293.04,16000.0,15315.46,15705.79,15257.35722584,114.0802
2020-11-11,15446.82,16370.89,15705.79,16310.81,22153.73849401,114.0802
2020-11-12,15975.0,16491.92,16310.81,16339.56,14593.51518544,114.2889
2020-11-13,15708.24,16339.6,16339.56,16082.01,9205.916488,114.2445
2020-11-14,15796.09,16175.6,16082.01,15966.89,6250.07966791,114.2445
2020-11-15,15879.0,16892.0,15970.0,16726.64,13948.30524238,114.2445
2020-11-16,16575.42,17880.0,16726.49,17679.36,25230.22403641,113.8356
2020-11-17,17205.02,18488.0,17679.86,17782.91,32425.98660226,113.6864
2020-11-18,17356.0,18193.29,17790.18,17821.58,17141.49267548,113.4645
2020-11-19,17764.76,18830.3,17821.92,18675.25,17901.931678,113.6982
2020-11-20,18350.0,18980.0,18677.84,18721.21,13604.27139959,113.4932
2020-11-21,17610.77,18773.56,18721.21,18437.66,15423.83816127,113.4932
2020-11-22,18001.0,18777.77,18437.18,18384.82,17655.66362172,113.4932
2020-11-23,18052.02,19469.0,18384.82,19172.84,26623.09452709,113.759
2020-11-24,18502.0,19500.0,19172.9,18721.93,20485.39373121,113.4361
2020-11-25,16200.0,18915.48,18717.24,17170.0,48644.17078197,113.1871
2020-11-26,16400.0,17475.0,17169.99,17153.95,23333.98429789,113.1871
2020-11-27,16880.0,17933.25,17155.43,17739.85,13157.9519653,113.1871
2020-11-28,17535.26,18359.0,17736.1,18202.04,8932.25029132,113.1871
2020-11-29,18201.47,19873.23,18202.02,19713.94,27293.4791942,113.1871
2020-11-30,18109.0,19915.14,19713.94,18782.97,30442.86543674,113.2308
2020-12-01,18335.0,19340.0,18778.18,19225.63,16227.13637423,112.8122
2020-12-02,18885.0,19625.64,19222.45,19448.64,14648.29683367,112.6174
2020-12-03,18576.05,19546.46,19446.43,18658.1,16382.87739223,112.0293
2020-12-04,18501.0,19189.98,18658.09,19158.96,7082.22230272,111.7826
2020-12-05,18878.0,19430.25,19158.96,19375.6,6665.28189472,111.7826
2020-12-06,18901.0,19432.57,19375.6,19177.71,8977.45166263,111.7826
2020-12-07,18200.0,19299.51,19177.08,18316.22,15161.86263318,111.8431
2020-12-08,17639.0,18647.33,18316.22,18546.55,20667.36635634,111.8684
2020-12-09,17905.0,18556.42,18546.55,18253.44,14899.20296937,112.0353
2020-12-10,17580.0,18293.08,18257.18,18042.15,16953.63356031,111.9839
2020-12-11,18023.57,18955.34,18044.19,18821.28,8616.1725039,112.1469
2020-12-12,18730.0,19421.03,18821.28,19166.65,10624.20069187,112.1469
2020-12-13,18967.68,19349.98,19166.65,19272.37,9102.36972564,112.1469
2020-12-14,19051.27,19565.0,19272.37,19444.6,15345.21212651,112.177
2020-12-15,19300.0,21569.94,19443.19,21359.65,33350.23500216,111.866
2020-12-16,21252.01,23776.94,21360.5,22826.48,53602.34952384,111.7215
2020-12-17,22329.0,23280.0,22826.37,23137.76,24829.23581848,111.2286
2020-12-18,22770.0,24200.0,23138.89,23849.99,20577.66441198,111.6136
2020-12-19,23100.0,24300.0,23850.0,23476.51,14963.41787144,111.6136
2020-12-20,21913.84,24118.75,23476.51,22729.4,25728.63855953,111.6136
2020-12-21,22380.05,23839.78,22729.4,23823.27,18597.6512303,111.9477
2020-12-22,22600.0,24090.0,23824.13,23228.35,23412.12172023,112.201
2020-12-23,22712.89,23785.0,23226.18,23717.96,16440.75295146,111.9873
2020-12-24,23416.0,24770.95,23718.61,24704.71,15792.47583445,111.9873
2020-12-25,24490.01,26822.0,24704.71,26475.35,24782.44015598,111.9873
2020-12-26,25772.55,28387.0,26482.64,26258.65,33627.00745897,111.9873
2020-12-27,26086.19,27477.0,26255.16,27040.36,21265.70934972,111.9873
2020-12-28,25833.73,27396.77,27039.39,27366.35,20668.10433798,111.9821
2020-12-29,27311.73,29018.26,27366.35,28897.42,28181.49681491,111.524
2020-12-30,28000.0,29321.9,28897.42,28990.08,28813.88691084,111.3156
2020-12-31,28700.0,29688.88,28990.08,29412.84,22211.25251806,111.324
2021-01-01,29039.0,33300.0,29413.29,32225.91,46675.24652146,111.324
2021-01-02,32008.62,34810.0,32222.88,33080.66,36951.71650628,111.324
2021-01-03,27678.0,33666.99,33082.84,32019.99,46045.38968508,111.324
2021-01-04,29891.13,34499.67,32020.22,34030.64,42282.56920027,111.2143
2021-01-05,33352.54,37000.0,34043.91,36859.26,45744.10320015,110.9649
2021-01-06,36200.0,40425.0,36859.26,39505.56,50346.30569052,110.8573
2021-01-07,36565.08,41986.37,39510.55,40665.15,48522.48490272,111.3124
2021-01-08,38800.0,41406.94,40642.15,40257.43,27152.97102881,111.293
2021-01-09,34444.0,41452.12,40257.43,38171.57,43736.57031589,111.293
2021-01-10,30100.0,38273.88,38168.89,35452.59,102503.15672849,111.293
2021-01-11,32500.0,36604.51,35456.89,34038.98,48227.62752035,111.8342
2021-01-12,32309.04,37888.0,34035.53,37393.66,39608.73718747,111.5584
2021-01-13,36751.11,40127.66,37393.67,39125.14,31868.76049365,111.3702
2021-01-14,34298.93,39697.0,39123.05,36754.67,36421.05918785,111.1639
2021-01-15,35372.59,37948.0,36754.6,36006.94,20861.42545209,111.5168
2021-01-16,33850.03,36860.0,36004.8,35820.0,19182.04934663,111.5168
2021-01-17,34736.46,37402.0,35820.01,36624.23,16609.64108414,111.5168
2021-01-18,35895.11,37857.0,36624.23,35917.28,18904.77910604,111.5168
2021-01-19,33387.01,36415.34,35921.91,35503.09,25445.70800774,111.4591
2021-01-20,30011.0,35628.24,35498.85,30855.95,50473.11375071,111.4591
2021-01-21,28732.0,33867.0,30855.9,32984.93,48155.72161708,111.2044
2021-01-22,31432.19,33488.79,32982.66,32112.01,16139.81478284,111.5602
2021-01-23,30931.21,33086.53,32110.0,32288.56,13618.80097809,111.5602
2021-01-24,31920.8,34888.0,32293.18,32261.87,23045.66293389,111.5602
2021-01-25,30830.0,32960.37,32260.52,32510.82,23535.83891688,111.8767
2021-01-26,29156.0,32584.62,32510.82,30407.13,46207.08537355,111.6661
2021-01-27,29902.14,34000.0,30414.11,33488.99,36007.06269488,112.0876
2021-01-28,31990.0,38570.13,33487.92,34262.11,72641.07974951,112.015
2021-01-29,32852.86,34900.0,34262.11,34315.63,21362.15173754,111.9604
2021-01-30,32200.0,34387.75,34315.63,33137.74,16436.39757593,111.9604
2021-01-31,32333.0,34728.57,33137.75,33533.19,21975.41378272,111.9604
2021-02-01,33450.0,36000.0,33534.39,35512.67,19995.83908338,112.4282
2021-02-02,35393.8,37723.72,35513.0,37678.37,23781.96945181,112.2937
2021-02-03,36156.45,38769.0,37688.42,36975.0,31699.36292316,112.2648
2021-02-04,36605.87,38349.0,36976.59,38311.49,17842.70173175,112.756
2021-02-05,38250.0,41000.0,38327.09,39265.43,27102.80602941,112.2463
2021-02-06,37371.35,39737.83,39266.1,38871.42,20297.87256102,112.2463
2021-02-07,38057.01,46750.0,38871.43,46448.1,47934.0103883,112.2463
2021-02-08,45020.0,48200.0,46453.66,46514.73,36418.79365116,112.0512
2021-02-09,43706.86,47349.99,46514.73,44850.0,25818.01157857,111.7768
2021-02-10,44011.0,48690.0,44850.0,47997.91,26222.60477552,111.5929
2021-02-11,46300.0,48912.0,47993.6,47408.34,23503.15583529,111.5364
2021-02-12,46300.0,48199.0,47408.34,47232.45,12020.8773325,111.4981
2021-02-13,47100.13,49700.0,47240.75,48680.69,15146.55244091,111.4981
2021-02-14,45768.46,49093.44,48667.23,47936.37,19432.15278111,111.4981
2021-02-15,47051.22,50645.0,47935.66,49158.71,23053.20561135,111.4981
2021-02-16,48942.87,52640.35,49141.43,52170.01,25675.171441,111.7984
2021-02-17,50875.0,52549.99,52170.01,51601.73,15689.40275173,112.03
2021-02-18,50725.0,56370.05,51596.0,55983.56,27961.48197104,112.1718
2021-02-19,54000.1,57563.57,55983.57,55923.52,22137.82194494,111.7179
2021-02-20,55531.23,58367.0,55921.44,57489.16,13530.43444443,111.7179
2021-02-21,46616.0,57577.69,57489.16,54142.13,49449.16575779,111.7179
2021-02-22,44888.08,54206.22,54125.67,48899.99,72300.585728,111.9316
2021-02-23,47002.0,51415.41,48899.99,49737.82,30732.14949499,111.911
2021-02-24,46700.0,52107.83,49737.81,47058.48,28011.20414657,111.7339
2021-02-25,44150.0,48464.64,47063.9,46326.2,36048.6181927,111.9402
2021-02-26,45055.0,48356.86,46319.79,46180.75,16290.28071728,112.8433
2021-02-27,43016.0,46656.0,46169.92,45231.75,22745.60600179,112.8433
2021-02-28,45042.13,49829.0,45231.74,49639.4,25068.25043716,112.8433
2021-03-01,47075.11,50250.0,49635.3,48511.6,17063.56302004,112.538
2021-03-02,48161.75,52666.0,48502.18,50360.0,21301.47723933,112.5472
2021-03-03,47502.0,51798.33,50370.33,48368.52,23386.97957577,112.7761
2021-03-04,46219.32,49473.99,48370.97,48769.47,25468.18029576,112.717
2021-03-05,47077.0,49210.0,48766.01,48909.84,11877.83755909,113.7626
2021-03-06,48909.83,51459.0,48909.84,50978.61,13965.15473114,113.7626
2021-03-07,49328.62,52425.0,50976.22,52415.23,18856.28684439,113.7626
2021-03-08,51845.01,54936.0,52413.17,54916.38,21177.14953983,114.2824
2021-03-09,53025.0,57402.14,54921.61,55890.69,28326.07770941,113.9431
2021-03-10,54283.0,58113.0,55888.7,57815.47,24369.21216789,113.6015
2021-03-11,55050.0,58065.92,57820.15,57225.91,21760.53824103,112.9345
2021-03-12,56083.74,61788.45,57220.84,61178.5,22301.28588901,113.0403
2021-03-13,58950.0,61680.0,61181.38,58972.7,13581.96759058,113.0403
2021-03-14,54568.0,60601.07,58972.71,55636.15,31651.39184131,113.0403
2021-03-15,53221.0,56970.0,55629.08,56927.11,24432.37878722,113.2065
2021-03-16,54138.01,58996.38,56924.26,58925.54,22687.57433043,112.997
2021-03-17,56996.15,60100.0,58925.54,57644.95,21459.4962399,113.1726
2021-03-18,56260.0,59461.99,57644.95,58039.66,16429.629743,112.7872
2021-03-19,57827.97,59928.0,58026.91,58116.7,9725.28123717,112.9877
2021-03-20,55543.89,58651.22,58126.34,57363.32,11841.63877891,112.9877
2021-03-21,53739.5,58421.68,57377.29,54110.07,19512.15647151,112.9877
2021-03-22,53000.0,55858.0,54111.49,54345.54,19221.75674,113.0154
2021-03-23,51673.82,57209.97,54333.27,52276.16,23775.21362623,113.3038
2021-03-24,50305.0,53238.0,52259.69,51325.01,29642.04415588,113.669
