,low,high,open,close,volume,nbdi
2018-02-25,9404.0,10447.74,9600.0,10300.0,19118.9938219,107.6802
2018-02-26,10133.33,10845.07,10300.0,10566.57,18240.52935154,107.7345
2018-02-27,10263.0,11044.0,10556.3,10307.27,19688.06956326,108.1729
2018-02-28,10213.99,11075.0,10307.26,10895.92,15390.55106388,108.3901
2018-03-01,10765.0,11149.0,10895.93,11000.0,13838.03908182,108.5357
2018-03-02,11000.0,11494.57,11000.01,11432.5,13198.55336472,108.5357
2018-03-03,11041.0,11487.0,11432.51,11469.9,8635.84247054,108.5357
2018-03-04,11339.0,11645.74,11469.9,11377.54,11051.44857722,108.5357
2018-03-05,10565.85,11395.63,11371.5,10700.0,18565.88802786,108.3617
2018-03-06,9400.0,10894.0,10700.0,9925.0,32486.56622749,107.7972
2018-03-07,9050.0,10098.0,9925.0,9304.89,23426.7950493,108.0916
2018-03-08,8370.0,9410.0,9304.9,9255.0,42041.35761821,108.2673
2018-03-09,8720.08,9518.77,9255.0,8795.44,17254.85640436,107.9231
2018-03-10,8516.0,9760.0,8795.45,9533.88,21816.15454135,107.9231
2018-03-11,8780.49,9890.0,9533.88,9120.0,21281.59414403,107.9231
2018-03-12,8855.0,9472.88,9120.0,9145.41,17207.40199682,107.9439
2018-03-13,7931.0,9340.0,9145.42,8207.02,28010.58833814,107.7387
2018-03-14,7666.0,8400.0,8207.02,8259.99,28014.23390561,107.8625
2018-03-15,7911.0,8600.0,8260.0,8275.0,16967.92912777,108.2033
2018-03-16,7751.0,8349.82,8274.09,7857.6,13639.73308518,108.4333
2018-03-17,7310.0,8302.73,7857.59,8192.0,30536.54458381,108.4333
2018-03-18,8108.31,8757.5,8192.0,8589.0,25598.67320803,108.4333
2018-03-19,8316.15,9046.26,8589.0,8900.0,20469.34145312,108.3146
2018-03-20,8745.0,9174.0,8900.0,8891.81,16007.11697609,108.4953
2018-03-21,8467.27,9073.93,8891.81,8715.09,14990.23803367,108.4953
2018-03-22,8280.04,8927.81,8715.09,8927.1,15266.82554983,107.9934
2018-03-23,8508.0,8999.0,8927.8,8531.34,11863.31062337,107.7495
2018-03-24,8359.45,8670.0,8531.96,8453.0,9048.85236081,107.7495
2018-03-25,7854.0,8498.0,8453.0,8145.0,19389.85130451,107.7495
2018-03-26,7757.0,8219.99,8144.99,7793.61,14987.73034205,107.182
2018-03-27,7727.76,8088.0,7793.61,7942.72,10966.69757001,107.3361
2018-03-28,6905.0,7957.0,7942.73,7080.0,27812.00561903,107.5733
2018-03-29,6600.0,7275.35,7080.0,6848.01,29312.749662,107.665
2018-03-30,6780.0,7200.0,6848.01,6928.5,14951.4968471,107.4783
2018-03-31,6450.0,7044.46,6928.5,6816.01,15434.52280833,107.4783
2018-04-01,6777.28,7100.0,6816.01,7045.01,14317.14565509,107.4783
2018-04-02,7016.8,7520.0,7045.01,7424.9,18923.19243902,107.7031
2018-04-03,6708.46,7424.91,7424.91,6791.68,15332.55315937,107.5621
2018-04-04,6568.64,6933.11,6791.68,6785.85,14454.29416624,107.636
2018-04-05,6518.88,6847.0,6785.86,6619.01,10756.54967988,107.7279
2018-04-06,6605.08,7064.64,6619.01,6894.01,10351.3736739,107.7884
2018-04-07,6880.0,7099.99,6894.01,7020.01,6296.84940676,107.7884
2018-04-08,6617.0,7169.53,7020.01,6771.13,13950.51963666,107.7884
2018-04-09,6661.19,6893.29,6771.14,6824.99,7491.82299943,107.5312
2018-04-10,6806.01,6974.0,6825.0,6942.99,8182.9960061,107.3651
2018-04-11,6767.77,8050.0,6943.0,7916.0,31205.93316274,107.1216
2018-04-12,7760.0,8220.0,7915.99,7893.19,22123.21006651,107.2897
2018-04-13,7830.0,8150.0,7893.19,8003.11,9338.06089305,107.2359
2018-04-14,8003.11,8392.56,8003.12,8355.25,9899.55458272,107.2359
2018-04-15,7905.99,8398.98,8355.24,8048.93,13429.26623465,107.2359
2018-04-16,7822.0,8162.5,8048.92,7892.1,10700.35753361,107.0588
2018-04-17,7879.8,8243.99,7892.11,8152.05,10973.85923727,107.0335
2018-04-18,8101.47,8300.0,8152.05,8274.0,11936.23618763,107.1091
2018-04-19,8216.21,8932.57,8274.0,8866.27,16415.30759081,107.5191
2018-04-20,8610.7,9038.87,8866.27,8915.42,12305.06569139,108.1782
2018-04-21,8754.01,9015.0,8915.42,8795.01,7805.76709948,108.1782
2018-04-22,8775.1,8991.0,8795.0,8931.3,8040.33557959,108.1782
2018-04-23,8930.0,9728.56,8931.31,9645.1,20843.27006804,108.9328
2018-04-24,8602.43,9763.49,9645.0,8865.98,31814.1288426,108.7903
2018-04-25,8660.0,9318.0,8865.98,9272.11,15216.84970266,109.3443
2018-04-26,8910.0,9369.0,9272.12,8922.55,12087.28643213,109.3639
2018-04-27,8863.42,9447.0,8922.56,9329.99,8849.51366266,109.1729
2018-04-28,9179.99,9512.5,9329.99,9389.01,7937.98812228,109.1729
2018-04-29,9110.88,9447.0,9389.01,9243.83,8862.27320109,109.1729
2018-04-30,8831.21,9245.37,9243.83,9072.29,11372.35045084,109.3356
2018-05-01,8990.0,9251.05,9072.29,9190.48,8825.62461492,109.7437
2018-05-02,9131.0,9800.0,9190.47,9725.74,14956.45443951,110.1616
2018-05-03,9451.5,9745.0,9725.74,9685.0,10837.90259875,110.1796
2018-05-04,9660.28,9948.12,9685.0,9800.0,9391.1010713,110.2492
2018-05-05,9390.0,9880.0,9799.99,9600.0,7651.21500589,110.2492
2018-05-06,9162.85,9619.55,9600.0,9353.0,9909.98246212,110.2492
2018-05-07,9050.0,9463.13,9356.25,9177.82,9561.98001906,110.5713
2018-05-08,8960.0,9370.0,9177.81,9300.08,8628.95083325,111.062
2018-05-09,9001.01,9386.32,9300.08,9010.51,7596.46134672,110.8807
2018-05-10,8351.0,9010.51,9010.51,8403.33,17512.9269818,110.4041
2018-05-11,8223.43,8658.57,8403.33,8475.0,11392.07649417,110.2839
2018-05-12,8345.0,8774.32,8474.31,8686.1,6678.59431195,110.2839
2018-05-13,8289.79,8880.01,8686.1,8670.0,14127.77867728,110.2839
2018-05-14,8420.45,8847.0,8670.0,8477.46,10892.26808048,110.4073
2018-05-15,8103.33,8500.0,8477.47,8344.0,10858.39386627,111.2283
2018-05-16,8001.0,8483.48,8344.01,8059.0,8477.74299592,111.3057
2018-05-17,7927.21,8280.0,8059.0,8238.51,8239.27592631,111.3537
2018-05-18,8152.54,8390.0,8238.51,8235.6,4198.42045085,111.7161
2018-05-19,8172.0,8600.0,8235.6,8516.86,4486.83071279,111.7161
2018-05-20,8309.23,8584.39,8516.86,8393.44,5125.87838258,111.7161
2018-05-21,7950.0,8400.0,8393.43,7987.7,6905.26600219,111.6385
2018-05-22,7433.19,8030.06,7987.7,7505.0,15892.46676728,111.1934
2018-05-23,7269.0,7734.99,7505.01,7584.15,11375.35825749,111.6919
2018-05-24,7326.94,7661.85,7584.15,7459.11,8681.38004429,111.4871
2018-05-25,7287.23,7640.46,7459.11,7337.95,4572.29163123,111.5828
2018-05-26,7229.01,7392.7,7337.94,7346.64,4568.21590348,111.5828
2018-05-27,7087.0,7444.8,7346.64,7107.94,7785.66681592,111.5828
2018-05-28,7058.0,7524.99,7107.94,7460.0,10350.09174071,111.5828
2018-05-29,7272.71,7557.78,7460.0,7380.01,6250.20477606,112.2108
2018-05-30,7340.0,7609.99,7380.0,7485.0,6067.82801549,111.6717
2018-05-31,7351.01,7599.99,7485.0,7514.32,6936.82298245,111.988
2018-06-01,7440.0,7697.09,7514.32,7636.42,5070.8649463,111.8253
2018-06-02,7583.24,7777.0,7636.41,7706.37,5206.86345245,111.8253
2018-06-03,7447.61,7747.57,7706.37,7487.37,6034.28233024,111.8253
2018-06-04,7355.0,7677.5,7487.37,7612.51,5740.07226081,111.8235
2018-06-05,7484.0,7691.0,7612.51,7655.0,5736.88730444,112.2628
2018-06-06,7635.0,7747.0,7655.0,7684.93,5041.52279334,111.7517
2018-06-07,7536.58,7690.0,7684.93,7618.8,3945.54283341,112.0719
2018-06-08,7468.0,7680.0,7616.0,7496.4,2775.24696058,112.1057
2018-06-09,6652.0,7496.41,7496.41,6770.31,18788.77680649,112.1057
2018-06-10,6666.66,6913.83,6770.31,6881.0,11620.53954327,112.1057
2018-06-11,6450.0,6885.84,6881.0,6545.0,10820.92303628,112.1097
2018-06-12,6135.0,6618.95,6549.47,6302.31,17373.41486923,112.2129
2018-06-13,6269.0,6750.0,6302.32,6638.49,14548.25525645,112.2569
2018-06-14,6370.0,6660.0,6638.49,6391.22,7028.63892797,112.8581
2018-06-15,6330.0,6549.99,6391.21,6484.29,4521.32956305,113.3369
2018-06-16,6428.14,6570.01,6484.3,6447.16,3275.09792547,113.3369
2018-06-17,6385.0,6807.64,6447.15,6709.02,8046.05593543,113.3369
2018-06-18,6670.01,6829.06,6709.19,6736.41,6155.18187377,113.4889
2018-06-19,6557.66,6817.0,6736.41,6759.18,6683.29357071,113.6379
2018-06-20,6682.3,6787.0,6759.54,6719.01,4385.00279703,113.4774
2018-06-21,5921.21,6725.0,6719.01,6059.82,18193.25099287,113.61
2018-06-22,6040.01,6250.0,6059.82,6178.29,6070.20787087,113.3039
2018-06-23,5777.0,6255.8,6178.29,6149.99,13211.31953891,113.3039
2018-06-24,6070.13,6340.01,6150.0,6246.01,9237.28844816,113.3039
2018-06-25,6006.39,6271.0,6246.01,6074.0,6680.68174851,113.2854
2018-06-26,5983.56,6175.43,6074.01,6132.17,7061.43624405,113.301
2018-06-27,5816.6,6161.47,6132.16,5851.66,7769.8116466,113.8964
2018-06-28,5790.01,6300.0,5850.25,6202.36,11065.12248838,113.8399
2018-06-29,6185.0,6520.15,6202.36,6383.19,6783.38450293,113.2583
2018-06-30,6256.76,6424.14,6383.19,6349.5,4069.05699082,113.2583
2018-07-01,6270.01,6669.99,6349.5,6611.79,8287.96529635,113.2583
2018-07-02,6465.0,6673.99,6611.79,6502.62,6501.26577908,114.1669
2018-07-03,6411.51,6796.62,6502.62,6587.47,6847.85549833,113.3217
2018-07-04,6449.5,6700.0,6587.46,6532.95,6985.12310145,113.3217
2018-07-05,6452.2,6639.0,6532.96,6600.0,5215.29306825,112.9756
2018-07-06,6512.0,6843.26,6599.99,6753.28,4496.26591603,112.6426
2018-07-07,6671.0,6778.31,6753.29,6701.97,3321.52529781,112.6426
2018-07-08,6625.0,6815.82,6701.97,6664.01,5254.12964941,112.6426
2018-07-09,6279.0,6679.47,6664.01,6303.7,8177.86682562,112.6423
2018-07-10,6281.01,6400.0,6303.69,6390.04,5038.30347773,112.5792
2018-07-11,6075.01,6390.04,6390.04,6249.75,9411.45794822,112.8582
2018-07-12,6121.53,6335.09,6246.68,6216.29,5975.71038478,112.779
2018-07-13,6187.0,6323.68,6216.29,6248.65,3044.81810615,113.0705
2018-07-14,6233.26,6385.35,6248.65,6348.73,3882.96945333,113.0705
2018-07-15,6330.3,6750.0,6348.73,6728.81,9147.40601617,113.0705
2018-07-16,6663.51,7472.5,6728.8,7315.01,15644.40972338,112.8438
2018-07-17,7229.89,7584.85,7315.0,7378.99,15774.39905617,113.1504
2018-07-18,7281.42,7581.0,7378.99,7470.01,9985.49794394,113.3349
2018-07-19,7259.76,7687.0,7470.01,7334.46,10406.31899656,113.9464
2018-07-20,7204.32,7444.77,7334.46,7408.0,5079.339249,113.3214
2018-07-21,7327.75,7569.69,7408.0,7397.8,5599.21912506,113.3214
2018-07-22,7378.26,7809.0,7400.0,7720.09,12449.92345846,113.3214
2018-07-23,7695.99,8488.0,7720.08,8385.5,19636.00922903,113.4248
2018-07-24,8042.0,8482.84,8390.04,8157.15,14713.91077749,113.2043
2018-07-25,7840.0,8290.0,8157.15,7931.99,11869.52084895,112.9217
2018-07-26,7787.29,8276.55,7932.0,8184.21,11991.35205827,112.9175
2018-07-27,8065.0,8230.0,8182.64,8228.9,4141.05036475,112.8122
2018-07-28,8127.87,8289.96,8227.38,8216.34,4239.76030429,112.8122
2018-07-29,7850.0,8274.92,8216.33,8170.01,10568.96492471,112.8122
2018-07-30,7629.48,8173.57,8170.0,7727.27,12604.37481313,112.6043
2018-07-31,7437.0,7750.0,7727.28,7603.99,11853.49011195,112.7297
2018-08-01,7462.0,7707.54,7603.99,7533.92,6917.39838355,112.8897
2018-08-02,7285.0,7538.53,7533.92,7414.08,11084.8522024,113.1674
2018-08-03,6940.0,7495.0,7414.08,7005.0,9933.75030971,113.0114
2018-08-04,6880.0,7086.52,7005.0,7030.01,6243.59990905,113.0114
2018-08-05,6840.0,7163.0,7030.0,6938.0,8956.04941689,113.0114
2018-08-06,6647.07,7152.0,6938.0,6718.22,11165.1416331,113.2283
2018-08-07,6121.04,6718.22,6718.22,6282.5,22145.35061404,112.9753
2018-08-08,6177.51,6633.21,6282.5,6546.45,13980.70056404,113.1404
2018-08-09,6015.0,6584.8,6546.46,6146.01,8064.70939768,113.3797
2018-08-10,6003.0,6485.76,6146.01,6235.56,10153.23416272,114.2992
2018-08-11,6169.46,6482.0,6236.0,6316.01,8324.09104131,114.2992
2018-08-12,6139.57,6544.99,6316.0,6253.67,10604.12278957,114.2992
2018-08-13,5900.0,6258.32,6253.67,6195.01,17742.68279169,114.8497
2018-08-14,6189.0,6636.0,6195.0,6269.01,17786.54579416,114.6566
2018-08-15,6200.0,6475.01,6269.01,6315.9,8976.04113374,115.1512
2018-08-16,6290.39,6585.5,6315.9,6585.49,10776.85436559,114.6403
2018-08-17,6312.0,6613.23,6585.5,6396.64,6974.44185927,114.5327
2018-08-18,6328.45,6547.34,6396.63,6489.53,4472.17616704,114.5327
2018-08-19,6227.71,6525.0,6489.53,6258.74,7905.42302586,114.5327
2018-08-20,6249.12,6490.0,6258.74,6475.89,6860.90002944,114.3493
2018-08-21,6250.0,6890.65,6475.89,6359.99,17611.22588439,113.8595
2018-08-22,6348.69,6568.37,6359.99,6526.36,6998.97316777,113.6622
2018-08-23,6451.55,6725.0,6526.36,6690.88,7427.5446068,114.0926
2018-08-24,6668.0,6790.0,6690.88,6737.52,4930.16607076,113.598
2018-08-25,6572.0,6773.0,6737.52,6709.98,5009.10271396,113.598
2018-08-26,6654.13,6947.6,6709.98,6911.9,7307.58523518,113.598
2018-08-27,6864.96,7128.0,6911.9,7071.01,11880.45612553,113.2717
2018-08-28,6907.42,7119.0,7071.01,7030.9,7712.75849986,113.3441
2018-08-29,6790.0,7048.66,7030.92,6983.0,8327.34545381,113.6458
2018-08-30,6884.49,7090.46,6983.0,7015.01,7857.29840392,114.0895
2018-08-31,7010.98,7275.0,7015.01,7191.08,6276.18561687,114.275
2018-09-01,7130.0,7328.99,7191.07,7295.0,5891.96980364,114.275
2018-09-02,7192.99,7339.52,7294.99,7256.98,6133.07725249,114.275
2018-09-03,7229.94,7402.5,7256.48,7360.0,7999.76955668,114.275
2018-09-04,6664.07,7384.0,7359.99,6687.96,16381.47246369,114.858
2018-09-05,6272.73,6703.73,6687.96,6495.0,18836.77907471,114.7474
2018-09-06,6325.0,6530.0,6495.0,6395.01,8369.22939503,114.6473
2018-09-07,6116.0,6460.0,6395.01,6188.0,7581.68777214,114.5807
2018-09-08,6147.0,6450.0,6188.0,6235.01,6356.67380803,114.5807
2018-09-09,6221.49,6375.13,6235.02,6300.0,7028.65453232,114.5807
2018-09-10,6176.76,6405.0,6300.0,6282.53,7512.79094263,114.6793
2018-09-11,6191.1,6340.94,6282.53,6326.0,7428.99131549,114.7044
2018-09-12,6323.64,6530.0,6326.0,6485.99,9800.75125525,114.2185
2018-09-13,6378.05,6580.0,6485.99,6478.04,7691.81053625,113.9264
2018-09-14,6470.0,6565.0,6478.05,6518.68,3404.11751484,114.0654
2018-09-15,6323.68,6521.75,6518.68,6498.0,3520.8035532,114.0654
2018-09-16,6207.55,6529.75,6498.0,6250.7,9335.4497769,114.0654
2018-09-17,6228.0,6384.04,6250.71,6335.7,6137.36794174,113.9154
2018-09-18,6106.37,6511.0,6335.69,6386.94,10754.09693733,113.7735
2018-09-19,6337.0,6530.0,6386.95,6493.11,6819.60351487,113.6528
2018-09-20,6492.5,6777.1,6493.11,6750.0,11391.70322303,113.4986
2018-09-21,6628.01,6823.0,6750.0,6707.33,5315.7868296,113.5097
2018-09-22,6660.05,6777.0,6707.34,6696.99,3506.51220124,113.5097
2018-09-23,6555.99,6716.16,6696.99,6582.09,5562.20172954,113.5097
2018-09-24,6320.5,6582.1,6582.09,6436.89,9533.99965627,113.53
2018-09-25,6380.62,6537.26,6435.0,6455.66,5910.04399306,113.7203
2018-09-26,6430.0,6734.79,6455.65,6680.01,7878.87406105,113.6738
2018-09-27,6528.13,6786.73,6680.01,6620.01,9039.12902254,113.9782
2018-09-28,6452.02,6620.01,6620.01,6581.0,4371.91544933,113.8072
2018-09-29,6523.0,6642.28,6581.0,6605.0,3698.72106704,113.8072
2018-09-30,6474.9,6639.33,6605.0,6572.83,7146.81077109,113.8072
2018-10-01,6452.0,6591.37,6572.83,6498.46,5444.03636431,113.8227
2018-10-02,6398.96,6507.95,6498.47,6466.03,6264.41952033,113.8946
2018-10-03,6454.38,6603.01,6466.03,6547.45,6676.80282302,114.1559
2018-10-04,6510.58,6641.0,6547.45,6593.94,5347.26443214,114.6857
2018-10-05,6536.0,6594.39,6593.94,6552.43,2725.25647489,114.5599
2018-10-06,6491.81,6585.01,6552.42,6570.0,2625.49820988,114.5599
2018-10-07,6545.63,6681.19,6569.99,6608.07,5447.87548657,114.5599
2018-10-08,6552.5,6612.86,6607.53,6589.48,4580.90974272,114.5599
2018-10-09,6445.48,6591.32,6589.48,6524.56,6387.67198644,114.6568
2018-10-10,6033.34,6524.56,6524.56,6154.69,20730.76349424,114.6059
2018-10-11,6111.97,6235.2,6154.68,6188.01,5574.64739116,114.4062
2018-10-12,6178.0,6212.0,6188.01,6196.0,3842.85929097,114.368
2018-10-13,6151.0,6288.45,6196.01,6183.49,3763.1183462,114.368
2018-10-14,6151.58,6810.0,6183.52,6440.42,21436.33656382,114.368
2018-10-15,6375.0,6493.11,6440.43,6457.11,10080.9913573,114.044
2018-10-16,6411.19,6459.99,6457.1,6443.7,5507.26662058,113.8952
2018-10-17,6355.0,6489.83,6443.69,6394.96,7212.21394135,114.1743
2018-10-18,6353.86,6409.61,6394.96,6382.99,3816.48535963,114.8152
2018-10-19,6369.0,6420.0,6382.99,6414.0,3425.84267768,114.8557
2018-10-20,6405.57,6452.87,6413.99,6415.88,2611.79072657,114.8557
2018-10-21,6377.77,6427.63,6415.87,6407.65,4004.82602681,114.8557
2018-10-22,6360.0,6411.5,6407.64,6395.14,4036.62569307,115.1772
2018-10-23,6395.13,6471.0,6395.13,6415.98,5193.91688879,115.1641
2018-10-24,6377.5,6422.0,6415.97,6395.58,3747.24490173,115.3743
2018-10-25,6383.54,6450.0,6395.58,6404.87,4134.91005811,115.4818
2018-10-26,6390.0,6421.76,6404.87,6409.12,2332.79150241,115.4717
2018-10-27,6380.01,6415.0,6409.11,6403.62,2142.01330512,115.4717
2018-10-28,6211.0,6414.99,6403.63,6266.0,6986.99576529,115.4717
2018-10-29,6240.54,6289.0,6266.0,6267.63,4101.07125232,115.8925
2018-10-30,6201.67,6353.24,6267.63,6304.18,5229.24512215,116.2346
2018-10-31,6293.44,6360.0,6304.18,6344.0,4490.97798078,116.5268
2018-11-01,6333.94,6378.77,6344.0,6349.8,4182.90368781,115.8643
2018-11-02,6315.91,6351.7,6349.8,6331.96,2572.93306167,115.6415
2018-11-03,6313.17,6464.15,6331.96,6423.28,4055.76910661,115.6415
2018-11-04,6372.0,6439.99,6423.29,6404.0,4088.66689308,115.6415
2018-11-05,6387.82,6449.65,6404.0,6448.5,5512.34724778,115.7015
2018-11-06,6448.5,6540.0,6448.5,6503.12,5832.93617972,115.5607
2018-11-07,6388.0,6511.88,6503.12,6406.24,5335.81077269,115.2505
2018-11-08,6305.0,6415.0,6406.24,6334.89,4588.21636599,115.6463
2018-11-09,6327.46,6374.0,6334.89,6347.42,2421.62395944,116.4762
2018-11-10,6271.15,6360.0,6347.42,6357.6,2363.52860474,116.4762
2018-11-11,6305.95,6383.59,6357.6,6327.87,3731.22277403,116.4762
2018-11-12,6252.5,6328.22,6327.87,6259.34,4686.91466432,116.4762
2018-11-13,5280.93,6293.38,6259.35,5605.46,32734.2371058,116.6676
2018-11-14,5188.0,5645.0,5605.01,5579.52,21893.75591627,116.4964
2018-11-15,5410.0,5609.91,5579.5,5512.24,9359.82281671,116.3849
2018-11-16,5450.83,5544.0,5512.26,5504.17,4784.39720845,115.9246
2018-11-17,5503.34,5665.0,5503.34,5560.0,4724.53451302,115.9246
2018-11-18,4670.05,5560.0,5560.0,4733.5,41591.922304,115.9246
2018-11-19,4035.0,4889.0,4736.67,4349.23,66596.87804572,115.985
2018-11-20,4239.01,4627.55,4349.24,4545.11,28516.37041797,116.2357
2018-11-21,4238.69,4589.0,4545.12,4265.36,13038.24058241,116.0911
2018-11-22,4085.73,4366.05,4268.18,4283.8,19589.94093581,116.0911
2018-11-23,3650.84,4370.78,4283.8,3774.99,22955.31007799,116.4703
2018-11-24,3456.78,4120.0,3775.0,3936.69,39067.0408264,116.4703
2018-11-25,3508.0,4076.25,3936.7,3731.32,36455.22367637,116.4703
2018-11-26,3562.9,3830.0,3731.01,3775.0,23788.7518536,116.6198
2018-11-27,3775.0,4365.0,3775.01,4225.03,35951.14939353,116.8991
2018-11-28,4077.88,4414.89,4224.86,4248.0,20589.29919427,116.8333
2018-11-29,3869.0,4297.71,4247.99,3976.0,20010.38688175,116.1954
2018-11-30,3910.08,4277.0,3976.01,4142.01,10546.5152018,116.4121
2018-12-01,4036.0,4266.0,4142.01,4103.19,11311.33063575,116.4121
2018-12-02,3741.95,4119.98,4102.8,3833.47,17040.92435324,116.4121
2018-12-03,3732.43,4035.1,3833.47,3901.84,16954.8572436,115.9046
2018-12-04,3660.0,3912.53,3901.84,3694.39,14945.0424373,116.0015
2018-12-05,3400.0,3849.0,3694.39,3433.26,28942.88212469,116.0015
2018-12-06,3212.0,3550.0,3433.3,3380.01,37833.3063615,116.3983
2018-12-07,3253.66,3495.0,3380.0,3401.0,13700.64053347,116.0839
2018-12-08,3367.79,3642.51,3401.0,3531.18,11758.12530578,116.0839
2018-12-09,3354.97,3590.71,3531.18,3410.15,13513.91205579,116.0839
2018-12-10,3293.49,3424.92,3410.15,3349.36,11090.98128121,116.6739
2018-12-11,3325.58,3486.16,3350.27,3430.24,10524.18793316,116.7556
2018-12-12,3227.96,3439.63,3430.24,3265.0,14265.2612416,116.2205
2018-12-13,3135.0,3294.9,3265.0,3195.71,14656.53845193,116.3967
2018-12-14,3128.89,3228.69,3195.71,3183.0,9343.27239692,116.7891
2018-12-15,3181.24,3258.0,3183.01,3195.0,7211.24213116,116.7891
2018-12-16,3184.28,3585.95,3194.99,3496.82,21857.11842817,116.7891
2018-12-17,3436.5,3688.0,3497.1,3667.77,16980.16942551,116.4524
2018-12-18,3637.17,3928.15,3667.76,3682.51,28456.24369309,116.4122
2018-12-19,3661.5,4175.0,3682.51,4075.34,30698.00488972,116.0672
2018-12-20,3775.0,4162.27,4075.33,3839.06,23496.86262526,116.0179
2018-12-21,3790.16,4005.0,3839.26,3980.46,9902.76761597,116.2221
2018-12-22,3903.6,4050.0,3981.24,3944.93,10282.4571108,116.2221
2018-12-23,3944.92,4239.37,3944.92,4034.0,19713.64189269,116.2221
2018-12-24,3675.86,4045.41,4034.0,3780.0,13871.75447137,116.2177
2018-12-25,3685.02,3849.2,3780.0,3809.88,9409.62555727,116.2177
2018-12-26,3567.0,3841.21,3809.88,3589.89,13433.23545408,116.1156
2018-12-27,3576.12,3971.58,3589.89,3888.06,16776.66567306,115.9922
2018-12-28,3706.0,3944.33,3887.58,3729.31,9781.01832186,115.7226
2018-12-29,3691.01,3863.06,3729.31,3829.0,8725.83851536,115.7226
2018-12-30,3625.0,3835.4,3829.0,3691.86,12799.94262556,115.7226
2018-12-31,3651.02,3841.17,3691.87,3826.1,10812.88498825,115.5667
2019-01-01,3770.07,3916.57,3826.1,3890.79,9982.47084577,115.5667
2019-01-02,3758.07,3893.8,3890.8,3787.57,9327.64708895,115.7676
2019-01-03,3730.0,3849.0,3787.57,3820.82,9225.1505004,115.4611
2019-01-04,3775.0,3874.12,3820.82,3798.62,6451.00775001,114.9813
2019-01-05,3756.01,4088.0,3799.99,4040.99,10057.45367318,114.9813
2019-01-06,3968.79,4070.0,4040.98,4006.01,9973.66538481,114.9813
2019-01-07,3943.36,4114.8,4005.97,3993.86,13959.39645383,114.5621
2019-01-08,3962.12,4042.2,3993.85,4004.12,10704.12810583,114.7272
2019-01-09,3560.0,4035.21,4004.13,3626.12,21869.18380217,114.1394
2019-01-10,3576.0,3699.99,3626.12,3635.69,14489.68866805,114.048
2019-01-11,3557.29,3649.18,3634.73,3619.41,5793.59903748,114.0383
2019-01-12,3481.54,3641.86,3619.38,3514.24,8288.70074802,114.0383
2019-01-13,3509.24,3711.11,3514.24,3664.19,11241.43679748,114.0383
2019-01-14,3538.63,3684.38,3664.18,3580.76,10894.51487451,114.0383
2019-01-15,3572.52,3666.73,3580.19,3609.71,8894.45981244,114.3374
2019-01-16,3541.0,3657.0,3609.71,3640.65,8924.86466717,114.1341
2019-01-17,3580.16,3643.69,3640.64,3607.85,5977.23699338,114.4087
2019-01-18,3604.9,3765.9,3607.85,3682.65,6068.64620532,114.5555
2019-01-19,3481.01,3703.39,3683.5,3536.19,7430.51959727,114.5555
2019-01-20,3487.37,3568.95,3537.56,3531.76,6493.83265776,114.5555
2019-01-21,3425.0,3611.5,3531.75,3577.03,9658.63220705,114.5555
2019-01-22,3523.64,3614.47,3577.04,3553.01,8205.65630491,114.7515
2019-01-23,3530.1,3595.83,3553.01,3568.97,5827.07203747,114.5732
2019-01-24,3510.01,3578.79,3568.97,3562.17,6834.07115259,114.614
2019-01-25,3540.0,3657.76,3562.17,3556.07,5602.74054612,114.0168
2019-01-26,3470.14,3562.9,3556.07,3531.02,4286.50898961,114.0168
2019-01-27,3374.01,3535.92,3531.02,3429.95,13775.65442083,114.0168
2019-01-28,3337.87,3438.4,3429.95,3397.42,8709.69730139,114.0493
2019-01-29,3372.97,3459.41,3395.74,3437.55,8513.95881185,114.0227
2019-01-30,3396.74,3473.4,3437.55,3411.5,7405.39614964,114.0705
2019-01-31,3369.62,3458.26,3411.5,3437.5,8806.60171078,113.5476
2019-02-01,3414.49,3483.25,3437.5,3468.43,3967.92350855,113.7524
2019-02-02,3386.45,3471.76,3468.43,3414.78,4606.56891409,113.7524
2019-02-03,3395.1,3435.0,3415.69,3409.57,6032.81895284,113.7524
2019-02-04,3400.0,3429.46,3409.57,3428.4,6385.43577243,113.8738
2019-02-05,3340.8,3441.0,3428.41,3367.36,9820.67219128,114.0404
2019-02-06,3352.01,3383.14,3366.01,3359.0,8613.79912675,114.2275
2019-02-07,3344.0,3711.0,3358.99,3621.99,17649.47598021,114.4308
2019-02-08,3597.0,3644.08,3622.0,3623.73,5155.45743968,114.4975
2019-02-09,3578.59,3654.28,3623.73,3648.84,5364.52948065,114.4975
2019-02-10,3579.38,3652.0,3648.85,3590.36,8819.26148262,114.4975
2019-02-11,3550.0,3618.77,3590.36,3588.06,8347.13611385,115.0288
2019-02-12,3562.98,3627.99,3588.06,3576.68,7024.94220353,114.7278
2019-02-13,3535.1,3589.0,3576.69,3561.5,6197.23550751,114.9388
2019-02-14,3545.89,3620.22,3561.49,3566.59,7447.04312687,115.0984
2019-02-15,3565.5,3607.36,3566.59,3582.37,4351.61748343,114.9899
2019-02-16,3557.43,3675.0,3582.37,3625.08,6402.7929,114.9899
2019-02-17,3616.18,3917.0,3625.08,3867.0,16895.18406274,114.9899
2019-02-18,3841.54,3969.54,3867.0,3888.01,14845.22658779,114.9899
