day,low,high,open,close,volume
2016-09-10,591.8,630.11,623.58,607.94,4289.6247761
2016-09-09,620.59,626.54,622.07,623.74,2819.13150751
2016-09-08,618.25,628.69,627.97,622.07,4502.86557587
2016-09-07,613.43,631.3,615.22,627.97,5225.03677269
2016-09-06,609.21,618.53,612.99,615.21,4680.9577166
2016-09-05,605.47,612.99,605.93,612.99,4169.69788463
2016-09-04,601.63,611.99,611.94,605.69,3010.75003224
2016-09-03,597.52,617.13,600.93,611.92,4592.85098189
2016-09-02,574.67,600.99,576.41,600.91,4707.9044818
2016-09-01,570.0,577.97,572.94,576.21,4827.43459895
2016-08-31,568.12,573.31,572.89,573.02,5203.40066602
2016-08-30,569.21,575.15,574.95,572.89,4439.62383694
2016-08-29,572.53,576.83,573.21,574.95,4175.84646427
2016-08-28,571.24,577.73,575.41,573.21,4569.5624841
2016-08-27,569.65,575.41,570.83,575.41,2587.45426087
2016-08-26,568.95,579.45,579.29,570.84,3059.49308936
2016-08-25,574.85,579.86,575.57,579.29,3354.18317104
2016-08-24,573.12,579.0,578.68,575.58,4109.11256132
2016-08-23,575.29,582.68,582.39,578.47,3857.02318764
2016-08-22,577.47,586.77,585.19,582.39,5092.27462505
2016-08-21,579.22,586.99,581.34,585.2,4493.44110907
2016-08-20,579.34,583.99,581.72,581.29,2442.63374814
2016-08-19,572.38,583.92,573.68,581.87,3581.22425349
2016-08-18,572.68,576.99,574.05,573.67,4038.30300064
2016-08-17,573.0,576.99,574.45,574.09,3964.9989895
2016-08-16,569.67,581.99,579.02,574.45,4509.7743737
2016-08-15,566.09,581.99,567.85,579.02,4692.46182455
2016-08-14,561.56,574.97,574.97,567.79,4403.16173516
2016-08-13,565.19,586.49,586.45,574.99,4154.4769823
2016-08-12,586.0,589.5,587.68,586.45,2839.70446781
2016-08-11,583.62,590.09,587.9,587.74,3870.89068755
2016-08-10,585.6,599.99,594.94,587.91,5062.58283783
2016-08-09,583.29,601.09,586.75,594.94,9439.72597721
2016-08-08,585.38,594.04,591.58,586.45,4817.62624738
2016-08-07,590.0,595.99,595.14,591.48,3852.03062424
2016-08-06,587.2,598.65,591.7,595.14,3288.65737176
2016-08-05,574.5,591.72,583.0,591.71,3907.87281274
2016-08-04,570.39,592.87,587.5,583.0,5478.38879554
2016-08-03,562.11,599.95,573.35,587.5,9514.32837515
2016-08-02,519.3,576.0,538.8,573.36,20292.859717
2016-08-01,483.0,613.38,604.87,537.47,14839.34615984
2016-07-31,599.0,629.34,626.97,605.2,7981.71787362
2016-07-30,621.37,657.0,655.95,626.97,6299.64138309
2016-07-29,652.95,658.98,657.18,655.87,2980.08541508
2016-07-28,651.0,659.0,657.4,657.0,4246.21269481
2016-07-27,654.1,659.97,657.0,657.4,3832.98840948
2016-07-26,646.56,658.99,654.06,657.35,5175.14137436
2016-07-25,645.0,658.99,657.99,654.06,6470.74022151
2016-07-24,653.77,664.13,660.92,657.79,4101.53773839
2016-07-23,655.01,666.37,657.68,661.0,3423.08122968
2016-07-22,653.92,662.35,654.7,657.5,4379.51140552
2016-07-21,647.59,669.94,667.27,654.67,7371.96466565
2016-07-20,661.19,668.4,667.15,667.28,3967.87180841
2016-07-19,664.6,674.99,673.98,666.92,3603.86279956
2016-07-18,666.17,676.87,675.51,673.98,3799.77117828
2016-07-17,670.0,684.94,680.0,675.5,4547.72178477
2016-07-16,665.95,680.99,666.3,680.0,3944.42402405
2016-07-15,662.01,669.99,667.48,666.32,2908.02982543
2016-07-14,660.68,669.98,661.4,667.48,4725.74361249
2016-07-13,640.0,663.99,655.3,661.65,4649.64369535
2016-07-12,654.86,671.45,666.25,655.34,21882.00922995
2016-07-11,648.6,675.5,651.25,666.56,10666.08971384
2016-07-10,648.11,664.27,652.43,650.97,4815.437046
2016-07-09,641.0,657.61,657.6,652.44,3705.89414753
2016-07-08,608.0,667.3,667.07,657.61,9607.6959149
2016-07-07,638.04,667.33,641.97,667.33,11055.36574175
2016-07-06,611.94,683.44,678.79,641.97,12281.48061343
2016-07-05,665.0,680.79,669.75,678.79,5668.23807828
2016-07-04,662.51,682.37,681.98,669.87,5043.81182652
2016-07-03,653.16,683.69,664.09,681.98,4327.4107689
2016-07-02,651.0,705.25,705.25,663.55,6495.70846259
2016-07-01,676.92,705.21,678.09,704.95,4977.98046916
2016-06-30,667.0,688.99,673.5,678.19,6839.68854227
2016-06-29,635.14,675.0,639.41,673.49,7764.24646799
2016-06-28,630.02,648.43,648.43,639.42,6485.12685807
2016-06-27,638.0,663.53,657.86,648.43,5696.74677715
2016-06-26,630.0,659.98,638.56,657.87,6624.33980245
2016-06-25,625.01,675.19,673.71,638.56,5678.38601546
2016-06-24,650.0,699.0,669.98,673.71,7691.56323655
2016-06-23,631.01,700.0,631.1,669.98,19078.84530672
2016-06-22,544.13,637.89,606.13,631.1,20474.00358887
2016-06-21,568.11,679.99,667.88,604.5,15592.43638084
2016-06-20,628.6,718.26,706.47,667.66,26110.68887273
2016-06-19,701.01,768.94,768.94,703.12,9837.24384715
2016-06-18,744.77,771.92,759.0,768.76,5442.63878549
2016-06-17,734.8,785.15,752.0,758.99,9594.92358376
2016-06-16,709.01,778.5,769.71,752.26,14007.79895098
2016-06-15,698.76,777.68,698.76,769.76,16806.85873763
2016-06-14,673.0,699.3,684.99,698.78,7913.03547125
2016-06-13,650.02,706.45,706.02,684.95,12443.0955638
2016-06-12,663.55,720.0,677.45,706.01,15497.40307056
2016-06-11,605.0,687.71,609.5,677.86,18004.01737962
