train_observations,test_observations,features,score,mse,rmse
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag2,close_lag7,nbdi_ma_30,nbdi_ma_90,nbdi_ma_365,volume_ma_90",0.9775604277381807,638669.4617758663,799.1679809501044
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag2,close_lag3,nbdi_ma_90,volume_ma_30,volume_ma_365",0.9775600966268896,638678.8857821535,799.1738770644055
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,nbdi_ma_365,volume_ma_30,volume_ma_90",0.9775594567240133,638697.09853687,799.1852717216891
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,nbdi,close_lag1,close_lag2,nbdi_ma_365,volume_ma_30,volume_ma_90,volume_ma_180,volume_ma_365",0.9775591980021121,638704.46221455,799.1898786987671
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,nbdi,close_lag1,close_lag2,nbdi_ma_90,nbdi_ma_365,volume_ma_90,volume_ma_180",0.9775589160248599,638712.4877801809,799.1948997461013
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,nbdi,close_lag1,close_lag2,nbdi_ma_30,volume_ma_30,volume_ma_90",0.9775579285473199,638740.5931175579,799.2124830841658
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag2,close_lag3,volume_ma_30",0.9775379453993979,639309.3484476089,799.568226261905
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,close_lag1,close_lag2,close_lag7,nbdi_ma_30,volume_ma_30,volume_ma_90",0.9775352519535949,639386.0086246043,799.6161633087493
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,close_lag1,close_lag2,nbdi_ma_30,nbdi_ma_365,volume_ma_90",0.9775334299152306,639437.8670222539,799.648589708163
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag3,close_lag7,volume_ma_90",0.9775262110403085,639643.3288246169,799.7770494485428
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag3,close_lag7,nbdi_ma_365,volume_ma_90",0.977508393490211,640150.4474540694,800.0940241334573
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,nbdi,close_lag1,close_lag2,close_lag3,close_lag7,nbdi_ma_90,nbdi_ma_365,volume_ma_30",0.9775061074155795,640215.5131352436,800.1346843721021
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,nbdi_ma_30,nbdi_ma_365,volume_ma_90",0.9774902866861281,640665.7987576999,800.4160160552136
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag3,nbdi_ma_90,volume_ma_30,volume_ma_90,volume_ma_180",0.9774901177259133,640670.6076608386,800.4190200518967
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,nbdi,close_lag1,close_lag2,nbdi_ma_90,volume_ma_30",0.9774868041443434,640764.9179860575,800.4779309800224
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag3,nbdi_ma_90,volume_ma_90",0.9774780161138001,641015.0407010402,800.6341490974764
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,close_lag1,close_lag2,close_lag3,close_lag7,volume_ma_90,volume_ma_180",0.9774763993808586,641061.0557473832,800.6628852066162
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag2,close_lag3,close_lag7,nbdi_ma_30,nbdi_ma_365,volume_ma_30,volume_ma_180,volume_ma_365",0.9774747479948638,641108.0570802176,800.6922361808048
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,nbdi,close_lag1,close_lag2,close_lag3,close_lag7,nbdi_ma_90,volume_ma_90,volume_ma_180",0.9774680490307767,641298.7213111613,800.8112894503681
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,close_lag1,close_lag7,nbdi_ma_30,nbdi_ma_365,volume_ma_90",0.977464362693746,641403.6409085472,800.8767950868269
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,nbdi,close_lag1,close_lag2,close_lag7,volume_ma_30,volume_ma_90",0.9774625864592377,641454.1956483728,800.908356585429
1113,279,"days_elapsed,post_pandemic,pandemic_elapsed,calendar_year,calendar_month,calendar_day,calendar_weekday,volume,nbdi,close_lag1,close_lag2,close_lag3,nbdi_ma_30,nbdi_ma_365,volume_ma_180,volume_ma_365",0.9774590782000369,641554.0468393568,800.9706903747208
